id	output
{"address":"0x2797C0505C69E9E714d1C0d8f3742ADCb88e0839","chainId":56}	{"name": "SPINCOIN", "symbol": "SPIN", "decimals": 18}
{"address":"0x3e9a8df87B2126393e5B492E2AEC3146Eb8C6657","chainId":56}	{"name": "Blockchain Technology Co.", "symbol": "BTCnow", "decimals": 18}
{"address":"0xD3D899953185a88826b6F5f415266be337082070","chainId":56}	{"name": "CPAN Coin", "symbol": "CCN", "decimals": 18}
{"address":"0x762539b45A1dCcE3D36d080F74d1AED37844b878","chainId":56}	{"name": "Linear Token", "symbol": "LINA", "decimals": 18}
{"address":"0x526a913a7a4518AA2ABc3dCd3c46a9C73F40F94A","chainId":56}	{"name": "WGuardian", "symbol": "WGuardian", "decimals": 18}
{"address":"0xe58FD0375901CF69e737F85920301297eAc5D65C","chainId":56}	{"name": "Kirby Inu", "symbol": "KIRBY", "decimals": 9}
{"address":"0xdaf086Edbd2aB0C08c409CC9774865dc1082D43E","chainId":56}	{"name": "TEMPLATE_NAME", "symbol": "TEMPLATE_SYMBOL", "decimals": 4}
{"address":"0xc6d111d6bE61fbBf79B1336f9288e0356B8c5147","chainId":56}	{"name": "Ai Token", "symbol": "AITOKEN", "decimals": 18}
{"address":"0x5CDa6790Deb9fe9521967e6D5d33BbB279C30a0b","chainId":56}	{"name": "PEAS", "symbol": "PIP", "decimals": 18}
{"address":"0xba84DCbDB2dD2452C7cd1199b1a82443456cb88A","chainId":56}	{"name": "TURAN", "symbol": "TRN", "decimals": 12}
{"address":"0x64939A17fCFE6565e6E224C598fEf592e141ef1e","chainId":56}	{"name": "Cyber Pepa", "symbol": "$CPEPA", "decimals": 18}
{"address":"0xA9b655f2c20239b1A05eF242D59b3CCA65c412E5","chainId":1}	{"name": "Sum Ting Wong", "symbol": "森庭黄", "decimals": 9}
{"address":"0x8254e26e453EB5aBd29B3c37AC9E8Da32E5d3299","chainId":1}	{"name": "RBX", "symbol": "RBX", "decimals": 18}
{"address":"0xC3681A720605bD6F8fe9A2FaBff6A7CDEcDc605D","chainId":1}	{"name": "NiHao", "symbol": "NiHao", "decimals": 18}
{"address":"0x40c63d01E60Bdf81ce79A9b7aB055d431A90d67B","chainId":1}	{"name": "USDT", "symbol": "USDT", "decimals": 18}
{"address":"0x7aDE4f4bEb1588663297FAf93121b48571bbA0B0","chainId":1}	{"name": "giga", "symbol": "giga", "decimals": 18}
{"address":"0x4D79DD2B97492C415748dB3e57E0721B7a75b1Bb","chainId":1}	{"name": "BIODAIMOND COIN", "symbol": "DAIMOND", "decimals": 9}
{"address":"0x1731aD9F2DB8051E8B76aedA9ca40685127Fa4bd","chainId":1}	{"name": "LOVE", "symbol": "LV", "decimals": 18}
{"address":"0x2DD4239206E6a4933E0CFe139950042bA6DcC7F0","chainId":1}	{"name": "Tether", "symbol": "USDT", "decimals": 18}
{"address":"0x41E025EA850bB4d0DCbb5b1F4353aF099CbD026a","chainId":1}	{"name": "FantasyGold", "symbol": "FGC", "decimals": 18}
{"address":"0x24B4440c60B512eadd0D093367A46dbbE2f6540E","chainId":1}	{"name": "Global Currency Reserve", "symbol": "GCR", "decimals": 18}
{"address":"0x80915851FD0230db4a169808CA5F4E495E5348de","chainId":56}	{"name": "reforce", "symbol": "RFC", "decimals": 9}
{"address":"0xbeCe48d4D0629fBAA688B7C20349d1F710b15d31","chainId":56}	{"name": "PEAS", "symbol": "PIP", "decimals": 18}
{"address":"0x12161c89B71dC498B816A870CB2BCcb66af11920","chainId":56}	{"name": "Baby Doge Coin", "symbol": "BabyDoge", "decimals": 18}
{"address":"0xB0D502E938ed5f4df2E681fE6E419ff29631d62b","chainId":56}	{"name": "StargateToken", "symbol": "STG", "decimals": 18}
{"address":"0xc3da47AF382C02d1B75A53d20b5cAA6E4a85c94A","chainId":56}	{"name": "Trush", "symbol": "TRS", "decimals": 18}
{"address":"0xbf6E2E601e8c262F8f4ffFbf57D9aE0fC3ed641E","chainId":56}	{"name": "AICatBoy", "symbol": "AIB", "decimals": 18}
{"address":"0x9af5AA74CCbd0c8E159B0442b3Fe14b358211877","chainId":56}	{"name": "CCR", "symbol": "CCR", "decimals": 18}
{"address":"0xaf070f3Ee70e770F2caB8514A5212654A879f547","chainId":56}	{"name": "PAN DIGITAL CLUB", "symbol": "PANDC", "decimals": 18}
{"address":"0x33a380F5474e9763c6860faBF1730fd860DD8eab","chainId":56}	{"name": "Easter Bunny", "symbol": "EasterBunny", "decimals": 9}
{"address":"0x1F7e8fe01AEbA6fDAEA85161746f4D53DC9bdA4F","chainId":56}	{"name": "GG TOKEN", "symbol": "GGTKN", "decimals": 18}
{"address":"0x360A1a7578c59F1aDf59c7d6e050fC344f668689","chainId":56}	{"name": "Huma", "symbol": "Huma", "decimals": 8}
{"address":"0xDB42D691776F7394f712b0a0e9e6893cD59F3Dfe","chainId":56}	{"name": "AOS", "symbol": "AOS", "decimals": 18}
{"address":"0x56f55473983e71bd807d7421A14b6ff9096C40D5","chainId":56}	{"name": "Beverage", "symbol": "BEV", "decimals": 8}
{"address":"0xC632F90affeC7121120275610BF17Df9963F181c","chainId":56}	{"name": "DEBT", "symbol": "DEBT", "decimals": 8}
{"address":"0x891c92EE1f40d3874b7f145b2a236CDa1A5Df527","chainId":56}	{"name": "Huma", "symbol": "Huma", "decimals": 8}
{"address":"0xFA308289E71769A53161731792E633418e55a75f","chainId":56}	{"name": "BloxRealEstate", "symbol": "BLOX", "decimals": 8}
{"address":"0x0D8Ce2A99Bb6e3B7Db580eD848240e4a0F9aE153","chainId":56}	{"name": "Filecoin", "symbol": "FIL", "decimals": 18}
{"address":"0x391088b4594E41C003463c7E3a56a8BA00b8e7a9","chainId":56}	{"name": "PodFast", "symbol": "FAST", "decimals": 18}
{"address":"0x15613363c6c2f231609aEA3D82a5716Aa409d7cE","chainId":56}	{"name": "zocco", "symbol": "ZOC", "decimals": 18}
{"address":"0xC788fe45B7778123Db740947B9015AC9D1f52Fd3","chainId":56}	{"name": "SolarCoin", "symbol": "SOCO", "decimals": 18}
{"address":"0x6d32B7e15A8691e7892C9347Da5c7D9D1c3d7234","chainId":56}	{"name": "Bet2", "symbol": "Bet2", "decimals": 18}
{"address":"0xC1A0673E3d986671350ca555d065dAB8f4C057cc","chainId":56}	{"name": "Looplap", "symbol": "LOOPLAP", "decimals": 9}
{"address":"0x997DF44f0f7144870742dc5410CD99b45AD20a7e","chainId":56}	{"name": "TEMPLATE_NAME", "symbol": "TEMPLATE_SYMBOL", "decimals": 4}
{"address":"0x211FfbE424b90e25a15531ca322adF1559779E45","chainId":56}	{"name": "BUX Token", "symbol": "BUX", "decimals": 18}
{"address":"0x56B50605022cf1B22F50aF3A6BF6fcBD7cCFB6Ef","chainId":56}	{"name": "swap", "symbol": "swp", "decimals": 18}
{"address":"0x888888888888f195E27A2E0F98D712952aB9348e","chainId":56}	{"name": "IPI Shorter", "symbol": "IPISTR", "decimals": 18}
{"address":"0xc0347D2A3FE49B9Ae938F3bfE0b0824B209c67B9","chainId":56}	{"name": "AICatBoy", "symbol": "AIB", "decimals": 18}
{"address":"0xB64E280e9D1B5DbEc4AcceDb2257A87b400DB149","chainId":56}	{"name": "Level Token", "symbol": "LVL", "decimals": 18}
{"address":"0x9767c8E438Aa18f550208e6d1fDf5f43541cC2c8","chainId":56}	{"name": "Mango Man Intelligent", "symbol": "MMIT", "decimals": 18}
{"address":"0x62823659d09F9F9D2222058878f89437425eB261","chainId":56}	{"name": "ERTHA Token", "symbol": "ERTHA", "decimals": 18}
{"address":"0x7eD1bdEF2A1e94490906616cF59423ddF7095882","chainId":1}	{"name": "metaverse", "symbol": "MTV", "decimals": 18}
{"address":"0x1e2B2cf9877bf509cF46c50EA12b2E9D58D5490d","chainId":1}	{"name": "KSA", "symbol": "ٌٍِKSA", "decimals": 26}
{"address":"0x76c43f804990720000a77C26aEcbc7Da1646027F","chainId":1}	{"name": "bomb club", "symbol": "bbc", "decimals": 18}
{"address":"0x72e4f9F808C49A2a61dE9C5896298920Dc4EEEa9","chainId":1}	{"name": "HarryPotterObamaSonic10Inu", "symbol": "BITCOIN", "decimals": 8}
{"address":"0x36fbE023462B273C7c235AdAF4569147474122A6","chainId":1}	{"name": "MEME", "symbol": "MEME", "decimals": 18}
{"address":"0x27054b13b1B798B345b591a4d22e6562d47eA75a","chainId":1}	{"name": "AirSwap Token", "symbol": "AST", "decimals": 4}
{"address":"0x905Ff01Bf05bbd2De91B3F09Cc86187EA07EDec3","chainId":1}	{"name": "Dev Coin", "symbol": "DEV", "decimals": 18}
{"address":"0xE9a64497F4723ba0e884be625c6450F811A4304b","chainId":1}	{"name": "TRUTHY", "symbol": "TRUTHY", "decimals": 18}
{"address":"0x392B7dD300715e2810d58E611057a32775096715","chainId":1}	{"name": "Slytherin ABE Pikachu Doraemon", "symbol": "USDT", "decimals": 18}
{"address":"0x1fACD66783Ff574A4e4B2BE080803f61072DdAb0","chainId":1}	{"name": "METAWEB3", "symbol": "TWEB3", "decimals": 18}
{"address":"0x0000000000085d4780B73119b644AE5ecd22b376","chainId":1}	{"name": "TrueUSD", "symbol": "TUSD", "decimals": 18}
{"address":"0x33A73C70952b51F1F56b86853e4cf938B9AB2289","chainId":1}	{"name": "ProjektAI", "symbol": "PAI", "decimals": 18}
{"address":"0x033a1b5643c6881706f3882cb872a4dED928f38A","chainId":56}	{"name": "Theta Fuel", "symbol": "TFUEL", "decimals": 9}
{"address":"0x1314145f1dC5DaEE17e0E25A0071B05316765185","chainId":56}	{"name": "GhostRider", "symbol": "GTRD", "decimals": 18}
{"address":"0x1EB550E22bC4e4a2598d42652078a08516864157","chainId":56}	{"name": "SplashGaming Crypto Token", "symbol": "SGCT", "decimals": 18}
{"address":"0x2dfF88A56767223A5529eA5960Da7A3F5f766406","chainId":56}	{"name": "SPACE ID", "symbol": "ID", "decimals": 18}
{"address":"0x1AF3F329e8BE154074D8769D1FFa4eE058B1DBc3","chainId":56}	{"name": "Dai Token", "symbol": "DAI", "decimals": 18}
{"address":"0xbA2aE424d960c26247Dd6c32edC70B295c744C43","chainId":56}	{"name": "Dogecoin", "symbol": "DOGE", "decimals": 8}
{"address":"0xe552Fb52a4F19e44ef5A967632DBc320B0820639","chainId":56}	{"name": "Metis Token", "symbol": "Metis", "decimals": 18}
{"address":"0x0124538fa274E25Ccb78EF78254F4805Aba0A291","chainId":56}	{"name": "Twitter Doge", "symbol": "TWOGE", "decimals": 18}
{"address":"0x0766172A5252C90684fD96d9E92A704d8f543bf7","chainId":56}	{"name": "TEMPLATE_NAME", "symbol": "TEMPLATE_SYMBOL", "decimals": 4}
{"address":"0xFc65Ec36548feCF34035E264EAA149B17eCC320b","chainId":56}	{"name": "DOGGER", "symbol": "DOGGER", "decimals": 9}
{"address":"0xe405B8148d731E4E1117e00542264daC5375BC97","chainId":56}	{"name": "Aarma", "symbol": "ARMA", "decimals": 18}
{"address":"0xe68A35EAE151D2EbC4cf8F52317463CDFd349aE6","chainId":56}	{"name": "BABYATRON", "symbol": "BABYATRON", "decimals": 18}
{"address":"0x25e0f2dE7700833E25632f19c213fdA2DEEB1F3e","chainId":56}	{"name": "mert", "symbol": "mert", "decimals": 18}
{"address":"0xe896B3eD05b22f0cA2B435F623ba54F1B88C0997","chainId":56}	{"name": "Thuong", "symbol": "thiuong", "decimals": 9}
{"address":"0x7FbD7a655e84d57a165e8760954799D282B8F745","chainId":56}	{"name": "TWITTERDOGE", "symbol": "TDOGE", "decimals": 9}
{"address":"0x77fc65dedA64f0CCA9e3aEa7b9D8521f4151882e","chainId":56}	{"name": "Bitindi Chain", "symbol": "BNI", "decimals": 18}
{"address":"0x8203CAf86E33Ae8dF3745938D8Ff3CABB7F0866f","chainId":56}	{"name": "NUGS Au Ltd", "symbol": "NUGS", "decimals": 18}
{"address":"0xBe243D3Be36136a288927FECDFAaB46214190E62","chainId":56}	{"name": "BNBSHIB", "symbol": "BNBSHIB", "decimals": 9}
{"address":"0xea89199344a492853502a7A699Cc4230854451B8","chainId":56}	{"name": "Onino", "symbol": "ONI", "decimals": 18}
{"address":"0x4B0F1812e5Df2A09796481Ff14017e6005508003","chainId":56}	{"name": "Trust Wallet", "symbol": "TWT", "decimals": 18}
{"address":"0x2A9cA368D35b3301fcFD7641E7E6A75C55731ae6","chainId":56}	{"name": "DOGE LOGO", "symbol": "DOGE LOGO", "decimals": 9}
{"address":"0xc054Cbc7C6C71D4e2ebf540D07DfDf25dE575BC7","chainId":56}	{"name": "KCPoints", "symbol": "KCPS", "decimals": 9}
{"address":"0x340a25ddDC950f406d8A638866517a4D6adF31c8","chainId":56}	{"name": "Dogger", "symbol": "DOGER", "decimals": 9}
{"address":"0xcFd558f5da0f4b557e01c77a5aBff0200A87584F","chainId":56}	{"name": "ELON TWITTER DOGE", "symbol": "ETD", "decimals": 9}
{"address":"0xA5554e8A20a803dF9155cA436C3868502aa42604","chainId":56}	{"name": "ELONOLDPHOTO", "symbol": "ELONOLD", "decimals": 18}
{"address":"0xDd7041FFab6cF4C48086E4824a36f176B712c01E","chainId":1}	{"name": "SWETH", "symbol": "SWETH", "decimals": 8}
{"address":"0x56C03B8C4FA80Ba37F5A7b60CAAAEF749bB5b220","chainId":1}	{"name": "Canto", "symbol": "CANTO", "decimals": 18}
{"address":"0x9b17bAADf0f21F03e35249e0e59723F34994F806","chainId":56}	{"name": "inSure", "symbol": "SURE", "decimals": 18}
{"address":"0x2FD8C777f22eAD71a48B6d188aB08c2A1ece5c94","chainId":56}	{"name": "Bittech", "symbol": "TEC", "decimals": 18}
{"address":"0x4518231a8FDF6ac553B9BBD51Bbb86825B583263","chainId":56}	{"name": "Media Licensing Token", "symbol": "MLT", "decimals": 18}
{"address":"0x070a08BeEF8d36734dD67A491202fF35a6A16d97","chainId":56}	{"name": "Smooth Love Potion", "symbol": "SLP", "decimals": 18}
{"address":"0xFf30eD026A36F01EE26ced0f705A92b0bFA15BD8","chainId":56}	{"name": "G1", "symbol": "G1", "decimals": 18}
{"address":"0xA427a0280acde943cB34Ea9De38649C7ffB2b251","chainId":56}	{"name": "MetamorphosisAI", "symbol": "MMA", "decimals": 18}
{"address":"0xfEbe8C1eD424DbF688551D4E2267e7A53698F0aa","chainId":56}	{"name": "Vita Inu", "symbol": "VINU", "decimals": 18}
{"address":"0x81f47a79a703CB96EcfdF6C6A1252fbEC261aAA3","chainId":56}	{"name": "Twitter Doge", "symbol": "TWDO", "decimals": 18}
{"address":"0x5C4Bcc4DbaEAbc7659f6435bCE4E659314ebad87","chainId":56}	{"name": "NuNet Utility Token", "symbol": "NTX", "decimals": 6}
{"address":"0x90Ed8F1dc86388f14b64ba8fb4bbd23099f18240","chainId":56}	{"name": "Singularity Dao", "symbol": "SDAO", "decimals": 18}
{"address":"0x9ed7E4B1BFF939ad473dA5E7a218C771D1569456","chainId":56}	{"name": "Reunit Token", "symbol": "REUNI", "decimals": 6}
{"address":"0x1DD3e16CF1acb51A41c365a48D0199f869b71413","chainId":56}	{"name": "BCIMeta", "symbol": "BCIM", "decimals": 18}
{"address":"0xF19cfb40B3774dF6Eed83169Ad5aB0Aaf6865F25","chainId":56}	{"name": "Primal Hoop", "symbol": "HOOP", "decimals": 18}
{"address":"0x32b86b99441480a7E5BD3A26c124ec2373e3F015","chainId":1}	{"name": "BAD IDEA AI", "symbol": "BAD", "decimals": 18}
{"address":"0x7fDcf60EE99811948f9ce7EED20761E6DEFb52fb","chainId":1}	{"name": "DUYODACOIN", "symbol": "DYO", "decimals": 10}
{"address":"0xa4D116D798382B8eFe2032CB396262C957861839","chainId":1}	{"name": "Zitronia", "symbol": "ZITR", "decimals": 18}
{"address":"0x52E265afA048aE6E29C8E4E905f2dF37a21ffdF9","chainId":1}	{"name": "Tadpole", "symbol": "TADPOLE", "decimals": 18}
{"address":"0x361A861b15f2f823E12d041c43126597C5e1b033","chainId":1}	{"name": "Tadpole", "symbol": "TADPOLE", "decimals": 18}
{"address":"0xbAFDabaDcf19d0cFbbe0AB9C69CF050D86ff888C","chainId":1}	{"name": "Zedxion", "symbol": "Zedxion", "decimals": 18}
{"address":"0xEAaCB49e48aAa60949aF1f9044d45Bc71CD458Ac","chainId":56}	{"name": "ARB Token", "symbol": "ARB", "decimals": 6}
{"address":"0xAc9697195B34A6DC59d0c86D9992d9F29C85743A","chainId":56}	{"name": "Novel Cash Earn", "symbol": "NCE", "decimals": 18}
{"address":"0x44a5658c1887234f8d224C37761FC7B7348a9Bf2","chainId":56}	{"name": "Noctali Coin", "symbol": "NOCTALI", "decimals": 18}
{"address":"0xC0eFf7749b125444953ef89682201Fb8c6A917CD","chainId":56}	{"name": "Horizon Protocol", "symbol": "HZN", "decimals": 18}
{"address":"0x1CE0c2827e2eF14D5C4f29a091d735A204794041","chainId":56}	{"name": "Avalanche", "symbol": "AVAX", "decimals": 18}
{"address":"0x24F2f371D74B25da7597AdEAe55895fe6B5c2FDE","chainId":56}	{"name": "C+Charge", "symbol": "CCHG", "decimals": 18}
{"address":"0x4d7Fa587Ec8e50bd0E9cD837cb4DA796f47218a1","chainId":56}	{"name": "SAFE(AnWang)", "symbol": "SAFE", "decimals": 18}
{"address":"0x17F561F59f1833C88abcA1b604a30d6ce35F77E4","chainId":56}	{"name": "OMED AI", "symbol": "OM", "decimals": 18}
{"address":"0x6ecb75cbEA197eF6fDA9962D4f44F7D3C97d2B71","chainId":56}	{"name": "Noctali", "symbol": "NOCTALI", "decimals": 18}
{"address":"0x4Bc99635F7Cd965069Ae7142d66784EA518995E3","chainId":56}	{"name": "Stretch Token", "symbol": "STN", "decimals": 18}
{"address":"0x5E95A952a7f79f978585aFd54A053aF0f51372Fa","chainId":56}	{"name": "SB GROUP", "symbol": "SBG", "decimals": 9}
{"address":"0x0cF8e180350253271f4b917CcFb0aCCc4862F262","chainId":56}	{"name": "Bitcoin BR", "symbol": "BTCBR", "decimals": 18}
{"address":"0x52D32784713Ca6b7Fcf35592686F7e7c54fa67b1","chainId":1}	{"name": "Merces", "symbol": "MRCS", "decimals": 18}
{"address":"0x04bcAce3Ed1bFeD06eE7a95763373B58f3715C16","chainId":1}	{"name": "pacocoin", "symbol": "pccoin", "decimals": 10}
{"address":"0x0A137cafF41c1fE247C4A9CC82EAe865737f0758","chainId":1}	{"name": "Abu Dhabi Coin", "symbol": "ADC", "decimals": 18}
{"address":"0x39d30828a163713D91c4EADBBA2C497a9139ec5C","chainId":1}	{"name": "Happy Birth Day Coin", "symbol": "HBDC", "decimals": 18}
{"address":"0x808507121B80c02388fAd14726482e061B8da827","chainId":1}	{"name": "Pendle", "symbol": "PENDLE", "decimals": 18}
{"address":"0xF411903cbC70a74d22900a5DE66A2dda66507255","chainId":1}	{"name": "VERA", "symbol": "VRA", "decimals": 18}
{"address":"0xaB7440b61A7034Cea7CbfF5aecea1EF5C58f0800","chainId":56}	{"name": "DogeDiamond", "symbol": "$DD", "decimals": 4}
{"address":"0xFFC01B00E66B17F68988c150D639e24fEC819e2D","chainId":56}	{"name": "AW", "symbol": "AW", "decimals": 18}
{"address":"0xec49aAA5686776FceC49F9dA281573904e767B28","chainId":56}	{"name": "Salmonation", "symbol": "SUI", "decimals": 18}
{"address":"0xcF6BB5389c92Bdda8a3747Ddb454cB7a64626C63","chainId":56}	{"name": "Venus", "symbol": "XVS", "decimals": 18}
{"address":"0x4338665CBB7B2485A8855A139b75D5e34AB0DB94","chainId":56}	{"name": "Litecoin Token", "symbol": "LTC", "decimals": 18}
{"address":"0x8a0bCc6629E51549B6711F1ab8eD7123b3329C57","chainId":56}	{"name": "TTF", "symbol": "TTF", "decimals": 18}
{"address":"0xDE3Ab7Aa2964fa7E2e45321Dc0EE613e854623fC","chainId":56}	{"name": "pugme", "symbol": "pugme", "decimals": 18}
{"address":"0xCDD981ef3330E159029e6E226dbD73d99F868f4d","chainId":1}	{"name": "ERC20", "symbol": "ERC20", "decimals": 18}
{"address":"0xA876f27F13A9eB6E621202cEFDD5AFc4a90E6457","chainId":1}	{"name": "Icy", "symbol": "IC", "decimals": 9}
{"address":"0x163f8C2467924be0ae7B5347228CABF260318753","chainId":1}	{"name": "Worldcoin", "symbol": "WLD", "decimals": 18}
{"address":"0x473F38d88B3483F6c2D7188C205CE80bE3e89Ee3","chainId":56}	{"name": "Jak", "symbol": "P89", "decimals": 9}
{"address":"0x9E70D91573F1Ee79e56d4b8bb41466ddd85F8185","chainId":56}	{"name": "Assis", "symbol": "SSS", "decimals": 17}
{"address":"0xBCAE1966E89Ed65043cf3a7753491816910Ccb22","chainId":56}	{"name": "beatles  super", "symbol": "Bets", "decimals": 18}
{"address":"0x0872DC759b1f991713F0d2622E56aD3A59A08f93","chainId":56}	{"name": "Roselle", "symbol": "Roselle", "decimals": 9}
{"address":"0x929380CF5df7c291C6B6B04DDfd19a93983a1718","chainId":56}	{"name": "OlenInu", "symbol": "Olen", "decimals": 9}
{"address":"0x8deDA54856A934B6936cF273E8e5264039987C96","chainId":56}	{"name": "RABB", "symbol": "RABB", "decimals": 9}
{"address":"0xC9882dEF23bc42D53895b8361D0b1EDC7570Bc6A","chainId":56}	{"name": "FistToken", "symbol": "FIST", "decimals": 6}
{"address":"0x26d3163b165BE95137CEe97241E716b2791a7572","chainId":56}	{"name": "DSHARE", "symbol": "DSHARE", "decimals": 18}
{"address":"0x080c5BEc7eceEAea09c56D556b0e0C0905Fc254c","chainId":56}	{"name": "Synth", "symbol": "SYNTH", "decimals": 18}
{"address":"0x3bCFFD2F6aA715285DbA43421d076B24f95c5DE1","chainId":56}	{"name": "MyToken", "symbol": "MTK", "decimals": 18}
{"address":"0x2eD9a5C8C13b93955103B9a7C167B67Ef4d568a3","chainId":56}	{"name": "Mask Network", "symbol": "MASK", "decimals": 18}
{"address":"0x3b248CEfA87F836a4e6f6d6c9b42991b88Dc1d58","chainId":56}	{"name": "emp.money", "symbol": "EMP", "decimals": 18}
{"address":"0x739e81BCd49854d7BDF526302989f14A2E7994B2","chainId":56}	{"name": "Centcex", "symbol": "CENX", "decimals": 9}
{"address":"0x8FFf93E810a2eDaaFc326eDEE51071DA9d398E83","chainId":56}	{"name": "Bitrise Token", "symbol": "BRISE", "decimals": 9}
{"address":"0x49f2145d6366099e13B10FbF80646C0F377eE7f6","chainId":56}	{"name": "FC Porto Fan Token", "symbol": "PORTO", "decimals": 8}
{"address":"0xF7d9a3B1E8584739668574145Be83aFAe91B7c0C","chainId":56}	{"name": "Lastof", "symbol": "LOF", "decimals": 18}
{"address":"0x9728dcEa1cC91Be989Cedf791eE1E3A2e6582eBE","chainId":56}	{"name": "Doge Cost Average", "symbol": "DCA", "decimals": 18}
{"address":"0x12BB890508c125661E03b09EC06E404bc9289040","chainId":56}	{"name": "Radio Caca V2", "symbol": "RACA", "decimals": 18}
{"address":"0x7761272D518150e77847022761Ed54a8038fD5dA","chainId":56}	{"name": "TurboSwap", "symbol": "TRBO", "decimals": 9}
{"address":"0xB5775806909139818C7E40f30572D98470289cE6","chainId":56}	{"name": "DEventer", "symbol": "dever", "decimals": 6}
{"address":"0xe108f784202570D991B2702d66C8E9C52339661A","chainId":56}	{"name": "gardendog", "symbol": "gardendog", "decimals": 18}
{"address":"0xe421Ad0ff91238A90CE0CCde6594bf6d86856D8e","chainId":56}	{"name": "zkSync Era", "symbol": "ZKS", "decimals": 9}
{"address":"0x8626264B6a1B4e920905Efd381002abA52EA0Eea","chainId":56}	{"name": "BlackHat", "symbol": "BLKC", "decimals": 8}
{"address":"0xf720E38F678B29B243F7D53B56Acbf5dE98F2385","chainId":56}	{"name": "Upfire", "symbol": "UPR", "decimals": 18}
{"address":"0x44ac762dB7E7170A48e895fDC81Bc2e81c188888","chainId":56}	{"name": "ZM", "symbol": "ZM", "decimals": 18}
{"address":"0x65117505Be414553DA17c519e2acCf848cbe324c","chainId":56}	{"name": "beatles", "symbol": "Bet1", "decimals": 18}
{"address":"0x461B645e8B9186325964A7240FDef1174b96A3d8","chainId":56}	{"name": "Roselle", "symbol": "Roselle", "decimals": 9}
{"address":"0x77087aB5Df23cFB52449A188e80e9096201c2097","chainId":56}	{"name": "hi Dollar", "symbol": "HI", "decimals": 18}
{"address":"0x41952E5267b5F4fA37d31f5cC59b2a9ffF3be16B","chainId":56}	{"name": "RICH COIN", "symbol": "RC", "decimals": 18}
{"address":"0x52ABb09Ceb590f04c7d70bE9d6aA420177E94744","chainId":56}	{"name": "BNBDog", "symbol": "BNBDOG", "decimals": 18}
{"address":"0xD114aD50b571C6e7F9b76bC2Bc71BDF8a4A67561","chainId":1}	{"name": "Wall Steet Crypto", "symbol": "WSC", "decimals": 18}
{"address":"0x14778860E937f509e651192a90589dE711Fb88a9","chainId":1}	{"name": "CyberConnect", "symbol": "CYBER", "decimals": 18}
{"address":"0x61C6eBf443AD613c9648762585B3cFD3BA1F3fA8","chainId":1}	{"name": "SIX Token", "symbol": "SIX", "decimals": 18}
{"address":"0xA9C3aC174d95FED00B46Cb9b59132170aA3e90aB","chainId":1}	{"name": "HarryPotterObama (mana)", "symbol": "MANA", "decimals": 18}
